14250,546
12801,479
11903,432
14943,610
17006,703
13465,502
14857,530
13849,570
13063,447
17429,761
11609,383
13021,459
13209,489
10788,345
13149,482
11416,380
10265,323
10929,321
15065,564
11960,382
14825,568
15147,582
13543,520
14331,549
12263,391
17328,711
10621,364
12255,441
11365,375
11355,364
15073,581
12792,438
14531,547
14267,557
12043,384
12710,471
12992,459
15210,583
14123,516
12538,418
12231,402
11072,377
11613,351
14579,591
14817,596
13336,507
12138,444
16901,705
14404,533
12525,411
15788,679
13676,515
13960,502
12284,439
12732,446
13576,506
12023,409
13039,481
11451,348
14436,564
13223,475
14735,607
13113,551
13580,486
12929,476
14362,529
12210,396
10876,327
13945,545
14810,590
12491,445
13721,472
13756,514
16103,630
14505,562
13830,506
12224,429
10897,350
13543,518
14877,587
11968,417
12842,448
13550,485
11498,370
14089,523
12943,437
14015,557
14893,602
14227,534
13201,504
13517,495
10902,367
15116,622
13595,485
12338,471
13131,523
16207,682
13686,551
12084,398
13104,447
10419,338
12725,461
13203,483
13359,461
13874,519
16916,688
11467,357
15150,580
12220,442
12205,397
12212,429
11289,397
13958,566
14832,593
12556,442
15230,581
12002,389
14830,570
13055,443
16828,719
12116,409
12487,441
14943,545
12381,413
14584,593
12567,436
13408,513
16732,699
14663,573
10365,352
13159,477
13496,481
11222,354
14152,501
14806,579
14577,551
14066,511
9909,287
14369,570
12377,436
12988,464
16962,799
12405,432
10050,318
15269,603
15385,615
14290,577
13049,464
12635,426
13892,524
9303,252
12868,517
9734,292
12602,430
14826,612
15580,644
16724,690
12682,474
16335,698
14398,613
12652,455
12835,444
16003,615
15030,585
11175,369
10700,341
16648,669
14360,619
11968,412
13715,504
15673,603
11821,381
14280,560
13728,486
11444,413
13069,497
14277,548
13488,508
12700,458
13673,523
15105,570
12990,467
13000,462
14520,558
10628,325
11304,401
14823,569
12110,411
14594,587
13375,449
12076,393
17156,714
12316,418
15991,662
11440,390
14899,604
11629,381
14154,536
12260,410
12915,468
11545,380
13758,521
14994,600
14006,509
12967,422
12281,434
15127,641
14245,556
13944,518
15872,637
11031,354
14237,561
12205,424
14817,602
12874,489
11133,374
14520,556
14211,536
12391,432
13429,473
13355,507
13807,537
14021,547
15929,623
14603,535
11565,400
12181,422
11028,384
12556,409
16112,651
17344,762
12747,408
11345,363
12932,466
12405,451
12258,411
13164,470
13388,506
14326,549
13314,474
13604,483
13896,521
16713,689
13463,550
13496,513
11955,418
11167,354
14508,555
11570,407
12652,487
12151,433
15047,552
15753,666
12365,446
14046,570
14980,560
13989,543
17926,779
14888,566
13544,525
15244,609
11979,411
12847,465
14717,603
13590,491
14715,596
12991,440
15079,579
14806,573
12014,377
13137,484
11920,408
13006,434
14081,546
11392,391
15526,591
13493,504
11863,423
12498,444
15731,629
14933,558
14194,546
12290,424
11757,398
14842,573
14003,553
12619,433
15899,669
12270,424
13156,463
14432,553
15387,561
13254,464
14715,525
14548,556
12216,448
10792,349
11797,384
13119,502
10556,338
12314,433
14657,562
14080,548
15486,683
12625,453
16392,620
17586,762
14782,585
14801,553
15843,673
15025,537
14157,503
13951,505
15666,678
12499,442
13288,507
17773,754
13195,511
14202,535
10802,341
15529,633
13511,531
12951,467
14174,548
15204,593
11056,346
14495,547
15879,603
14593,562
13277,508
13485,511
13278,493
16329,671
15288,609
13371,466
11910,451
11777,374
12259,475
15885,591
14143,524
12445,443
13084,469
16495,674
14111,553
11898,411
11779,440
13914,546
14995,561
15384,584
12789,452
11908,385
17641,739
14433,561
10424,316
11879,337
13790,524
11113,385
12061,427
13824,540
14325,542
13793,515
15423,641
14230,540
11365,419
12606,482
13600,505
13490,490
13611,507
14000,522
11615,407
11228,402
13881,510
12594,454
15498,596
14266,536
14691,568
11877,383
13171,515
10019,326
13444,482
12608,454
14225,507
11892,396
10957,370
11522,378
13898,520
14064,541
15923,668
12907,449
15087,568
13872,552
13332,533
13803,545
14184,542
10025,333
16198,646
11496,377
13673,491
17401,735
15800,660
12972,502
13923,535
13156,509
11924,422
12766,440
13992,580
12145,423
15212,594
12726,459
15959,632
11741,414
15870,678
12178,425
12589,481
12564,484
13266,485
15360,615
12913,455
13609,489
11902,363
13897,526
12750,450
13869,505
11796,416
13920,511
13435,479
16013,640
13251,426
14497,564
14091,532
10803,313
13569,533
11304,359
10633,348
14464,512
13054,491
14243,490
10742,334
11845,395
9803,309
13213,483
13395,467
12466,428
14553,560
14219,523
11826,414
12768,445
12207,407
15187,567
13040,466
13265,453
12902,437
11056,369
15640,564
14214,552
13975,548
14822,553
