197,11
98,2
95,2
246,10
118,5
146,4
81,4
105,4
175,6
175,2
121,5
242,8
110,3
106,2
100,2
91,2
99,1
230,16
290,9
99,2
74,3
122,6
133,5
114,3
70,3
101,1
85,2
89,1
108,3
109,5
197,6
79,2
145,2
124,6
119,4
89,3
121,1
137,5
121,1
76,0
128,5
183,7
72,0
172,5
146,1
110,4
144,7
81,2
234,16
213,9
119,1
132,0
172,7
124,4
88,1
64,1
194,11
129,2
73,2
196,8
165,3
133,4
93,1
167,4
100,2
134,2
93,1
108,3
150,6
52,0
149,3
68,1
177,7
146,5
40,0
172,6
52,1
78,1
155,3
99,2
122,4
92,1
124,4
140,7
137,2
104,4
132,7
146,6
171,2
120,1
115,2
111,4
111,6
166,5
139,6
129,7
86,1
142,4
106,3
175,4
