430502,1302727,138290,33990,7363,132
477949,1445642,148552,39666,7588,130
451468,1355148,144123,36670,7578,115
407778,1211553,121738,31125,6062,96
457903,1357352,137199,36582,6869,101
461560,1388378,155068,37862,8531,176
395201,1174264,118734,29610,5877,82
544239,1631312,189671,47366,11009,236
519085,1562968,177728,44292,10047,206
570047,1706394,205932,50645,12299,250
451530,1363889,147643,36600,7930,134
540192,1630093,201772,47129,12403,281
446169,1346620,146537,35942,7889,152
383177,1147428,107540,28819,4966,73
415078,1253656,129580,32232,6660,112
500412,1515065,170809,42252,9595,170
556309,1674017,208545,48730,12977,254
414160,1248919,136261,32087,7361,138
460638,1405337,158919,38051,9003,159
440335,1340051,136259,35506,6774,106
459912,1384273,155667,37763,8634,188
486519,1473962,169687,40786,9869,178
491408,1491698,166913,41528,9418,188
492507,1463172,166932,41493,9535,184
578030,1729046,211257,51782,12883,255
493246,1485356,170469,41628,9638,180
433848,1298602,142124,34357,7879,159
475269,1417604,159448,39582,8916,187
456816,1364103,139972,36841,7141,109
443833,1331971,146008,35564,8146,149
470143,1439392,163487,38540,9330,202
583383,1762556,216136,51996,13233,285
538254,1617551,198584,46854,12116,265
426614,1297052,147402,33705,8288,163
444961,1322941,143895,35354,7620,153
466664,1397804,148430,38408,7936,130
509031,1501180,159521,43123,8560,134
556828,1691622,202853,49162,11995,264
513576,1554013,174759,44171,9768,180
554135,1673125,207141,48644,12871,260
641255,1906445,242261,58392,15119,321
470779,1410626,152949,39041,8178,148
482243,1446916,163461,40186,9137,167
493236,1484752,171706,41474,9996,189
410932,1236381,126382,32052,6367,122
438523,1336655,144329,35250,7563,152
510440,1538194,176631,43376,10032,169
546563,1644988,187645,47603,10748,195
402833,1194950,119316,30782,5992,110
432764,1325343,142666,34345,7862,158
442483,1321161,142963,35294,7850,143
434289,1299755,138215,34704,7066,125
458647,1410828,164260,37867,9665,174
553457,1674408,197604,48907,11568,223
458247,1367813,137930,37390,6910,125
510054,1520429,175243,43439,10215,186
562237,1690436,205265,49761,12445,251
483851,1454017,159982,40505,8821,157
477928,1434401,154219,39602,8166,132
450986,1354578,141055,36258,7443,120
490231,1471834,161571,40818,8827,184
592314,1758699,220632,53077,13714,262
444544,1335462,141175,35462,7510,128
468047,1401193,148718,38497,7926,137
560296,1674951,200178,49642,11986,236
422625,1271469,136225,32978,7267,138
480570,1446529,162413,39852,9068,187
450671,1370833,144682,36580,7686,117
471388,1432618,153709,39005,8362,144
530218,1582376,173537,45862,9628,169
444434,1325452,144072,35655,7983,136
403968,1211768,128677,31013,6841,128
548715,1645401,194147,48330,11469,262
536291,1616892,182100,46983,10150,178
392420,1168727,120009,29300,6122,103
528327,1588554,178374,45462,9926,176
517225,1550875,174116,44146,9833,150
599754,1790757,207618,54702,11982,222
510249,1543559,167033,43398,8965,171
402133,1195741,119081,30399,5756,90
415678,1254788,128021,32503,6365,113
405583,1209229,122084,30904,6057,87
445099,1324310,140542,35565,7468,131
417401,1242155,134723,32340,7300,118
399740,1213865,139213,30647,7692,176
432656,1296785,140441,34262,7673,128
450825,1333479,141400,36469,7488,123
559520,1680142,200689,49344,11980,248
503239,1508916,174363,42650,9996,204
532671,1602354,188912,46091,10991,214
529041,1587795,186663,45800,11164,223
455257,1371669,142004,36845,7342,124
499508,1486052,164048,42248,9229,165
462260,1392389,149864,38293,7957,161
451885,1353138,150939,36574,8387,163
491149,1489128,173851,41422,10193,202
426030,1265223,132241,33534,6798,132
518943,1556718,174735,44595,9695,192
458179,1385620,155937,37041,8591,187
589714,1771681,221566,52621,13703,338
438636,1307475,130949,35137,6591,118
479938,1447217,157479,39670,8477,134
442579,1318827,151089,34891,8537,172
549120,1648340,184959,47921,10461,168
378853,1110903,107044,27757,5100,71
520592,1565380,183508,44638,10727,210
475589,1428972,154508,39514,8488,141
474431,1416881,151469,39153,8013,156
538799,1629782,189123,46958,10906,221
435088,1312111,134610,34861,6868,113
573094,1712173,208085,51011,12596,241
468964,1396463,158725,38224,8897,175
574869,1718479,193557,51150,10847,188
430811,1294020,136546,34541,7297,136
439776,1318684,136612,35336,6947,115
502093,1502347,157179,42975,8149,132
472992,1427374,155100,39267,8342,142
459982,1374692,155619,37445,8854,173
524229,1572568,173732,45073,9614,155
510883,1549376,182039,43323,10636,206
478880,1425523,147075,39694,7512,114
567452,1703545,199032,49758,11598,242
414226,1239389,130136,31939,6746,122
493867,1499056,164098,41876,8889,172
558430,1677558,201500,49231,11874,252
478443,1446673,153011,39719,8063,157
413652,1259824,130051,32234,6690,124
350818,1049153,104396,25164,5090,104
556783,1668684,193159,48948,11413,220
456494,1359289,151216,36831,8437,173
568171,1697593,194261,50530,11043,223
441184,1328581,144027,35181,7676,155
513720,1526522,160145,43830,8315,127
453935,1365922,149799,37009,8341,172
426067,1285535,141403,33620,7889,144
413896,1257247,135012,32383,7349,127
525833,1583662,183299,45711,10629,196
455509,1367164,155449,37209,8661,161
492019,1475913,159028,41497,8599,153
497058,1501584,171717,41939,9658,201
449551,1356351,160888,36346,9589,206
498592,1488517,174595,42278,10467,203
370962,1102416,101713,26879,4583,59
588024,1745733,203558,52961,11564,205
501737,1514796,179856,42616,10693,216
471460,1410329,163090,38809,9404,186
380394,1111396,111624,27583,5492,80
379093,1134290,105338,28007,4760,71
452174,1363838,146569,36492,7811,150
601132,1800674,220825,53810,13511,281
520126,1556562,172690,44713,9610,187
456157,1362928,144222,36923,7731,145
354249,1041363,106581,24892,5265,89
