566,1797,216,53,16,0
400,1267,126,35,7,0
355,1019,134,38,8,0
492,1294,186,41,11,1
382,995,33,30,0,0
67,254,43,1,1,0
902,2573,350,105,18,0
323,917,60,19,2,0
502,1718,363,61,28,2
616,1900,186,53,4,0
685,2044,308,63,16,0
988,2791,579,121,41,4
279,856,105,14,6,0
752,2171,178,70,9,0
614,1796,154,61,4,0
456,1549,109,35,8,0
623,1958,270,61,15,0
1004,2831,356,121,21,0
105,325,42,1,3,0
834,2392,257,86,11,0
165,338,29,6,0,0
657,2047,352,71,30,0
343,1055,92,17,4,0
373,1260,106,23,1,0
386,1132,75,25,0,0
843,2565,389,83,26,1
592,1962,388,66,39,1
180,643,38,8,0,0
254,886,86,11,2,0
674,2109,276,69,14,0
340,829,42,18,0,0
272,782,47,12,2,0
329,1048,75,32,2,0
754,2154,213,80,8,0
337,944,87,24,1,0
388,1282,143,31,9,0
454,1411,120,42,3,0
426,1415,97,19,4,0
694,2121,219,70,14,0
583,1814,224,50,11,0
609,1966,271,73,23,0
501,1581,386,44,32,2
365,1105,169,38,13,1
394,1080,75,20,0,0
757,2256,309,79,12,1
613,1900,109,48,1,0
283,632,82,15,1,0
248,912,46,16,0,0
1087,3005,386,100,31,1
269,877,49,16,0,0
476,1458,144,32,7,1
519,1759,140,48,5,0
502,1469,164,41,13,0
493,1576,147,47,1,0
356,974,55,23,0,0
394,1213,97,30,3,0
156,540,23,5,0,0
414,1167,176,30,10,0
377,1063,63,20,0,0
527,1630,153,39,2,0
668,2013,228,69,7,0
451,1447,118,47,1,0
602,1882,311,54,22,0
374,1101,107,26,6,0
592,1835,214,58,16,0
740,2208,205,68,8,0
302,1084,173,19,12,0
380,1202,125,21,5,0
626,1953,241,47,10,0
328,826,33,27,0,0
632,1967,434,76,35,2
198,536,58,7,5,0
419,1431,142,25,11,0
674,2068,303,81,16,0
499,1719,247,36,18,0
598,1770,157,59,4,1
615,1929,175,56,4,0
214,709,34,10,0,0
502,1601,257,52,21,0
209,763,40,8,1,0
188,715,38,10,1,0
237,805,116,21,5,0
357,1050,58,35,0,0
662,1941,211,61,7,0
465,1200,103,39,6,0
621,1956,184,53,4,0
147,452,14,1,0,0
152,536,60,9,3,0
341,1225,176,24,12,0
497,1634,203,38,7,2
983,2746,261,95,6,0
313,1190,187,16,9,0
712,2130,293,67,22,0
380,1131,112,34,2,0
358,1009,62,28,2,0
398,1168,98,29,2,0
294,1049,132,14,8,0
698,2025,250,73,9,0
640,1899,292,64,18,0
557,1680,231,57,10,0
