9964,20146,2080,10064,2286,96,2017,105,693,241,103,14,0
10275,20346,1443,10226,2305,81,1485,56,763,178,87,8,0
10273,20461,2329,10335,2310,116,2305,143,786,290,145,31,1
11387,22683,2134,11159,2748,145,2124,110,889,259,129,24,0
9106,18003,3119,9020,1945,166,3202,240,622,298,159,58,1
10278,21048,2096,10345,2430,133,2050,109,875,250,120,31,0
7638,15652,1848,7972,1421,81,1843,106,465,157,85,14,0
8936,17977,1620,9113,1840,93,1731,65,587,140,89,12,1
10124,20378,2104,10318,2342,126,2093,100,716,252,118,20,1
10187,20508,1474,10113,2321,85,1464,50,794,153,94,9,0
10627,21102,2377,10547,2438,151,2372,121,855,254,145,30,1
11195,22404,2501,11079,2632,131,2446,132,914,262,143,36,0
10491,20716,2049,10325,2394,119,2122,110,822,276,111,8,0
9724,19330,1881,9809,2123,102,1920,81,734,193,88,14,0
9251,18402,3638,9336,1894,176,3545,326,649,380,203,56,2
10543,21109,1925,10472,2312,99,1953,87,794,227,98,18,1
8178,16287,1916,8235,1535,86,1926,94,549,185,84,20,0
10687,21416,2223,10472,2496,139,2268,110,796,256,151,29,0
11243,22184,1808,11172,2658,112,1839,73,927,217,113,13,0
9955,20016,1927,10052,2231,101,1904,91,800,196,132,18,0
10023,20370,2821,10153,2325,166,2790,171,725,319,146,42,1
9959,19609,1834,9786,2196,115,1979,84,717,221,101,22,0
11506,22487,1944,11384,2824,113,1970,81,881,264,134,19,0
10547,20893,2667,10624,2446,157,2706,163,810,311,156,44,1
9113,18216,1923,9154,1851,125,1963,120,677,215,97,18,0
10178,20669,2785,10377,2370,170,2791,189,788,322,157,36,1
9811,19809,1469,9971,2176,64,1473,48,726,177,82,11,0
10587,21262,2659,10451,2455,161,2748,158,809,320,153,48,0
8733,17679,1986,8704,1822,95,1964,108,596,184,80,12,1
10343,20508,2787,10262,2317,153,2848,186,783,314,166,40,2
9833,19813,2314,9907,2228,124,2263,135,780,251,137,33,0
8840,18061,1466,9140,1898,82,1567,72,599,167,65,8,0
8866,17621,2330,8716,1712,125,2413,151,584,243,138,30,0
10041,19982,1552,9787,2195,102,1652,63,757,179,88,6,0
10381,21059,1586,10470,2435,87,1575,69,756,208,101,19,0
9633,18954,2333,9716,2082,129,2339,143,655,275,115,29,3
9546,18998,2011,9576,2060,99,1908,93,695,215,99,34,0
8095,15940,2075,7934,1457,102,2174,145,552,196,106,24,0
10645,21441,2234,10589,2545,111,2227,106,844,292,149,22,1
9933,19954,1941,10009,2132,98,1896,74,742,215,93,20,0
11094,22384,2188,11225,2647,101,2057,100,903,252,140,17,0
9114,18577,2196,9259,2009,117,2118,106,699,194,95,24,2
11077,22516,2413,11095,2747,154,2473,144,863,283,138,28,1
9679,19396,1883,9704,2111,94,1838,75,703,189,118,24,0
9198,18402,2473,9238,1926,130,2611,152,663,286,118,41,0
10712,21501,2412,10713,2432,153,2371,149,807,285,149,33,1
8179,16134,2134,8354,1620,97,2113,142,538,223,102,21,0
9903,20302,2785,10059,2232,154,2763,186,800,295,163,54,1
8909,18126,1547,9038,1886,64,1526,57,608,166,71,12,0
9166,18645,2317,9081,1942,129,2350,163,636,274,130,25,0
9105,18349,1936,9345,1988,123,1939,110,660,208,118,21,0
8844,17975,1483,8937,1810,74,1521,58,634,181,74,13,1
9897,18861,1800,9650,2072,105,1670,75,688,168,84,13,0
11147,22654,2143,11232,2627,144,2144,86,897,241,131,22,1
10170,20444,2055,10291,2296,101,2041,95,744,212,127,29,2
9827,19727,2582,9824,2215,146,2605,152,740,296,147,32,1
10306,20551,2463,10330,2260,137,2458,134,759,286,141,29,0
9863,19812,2153,9789,2232,139,2224,112,753,217,117,25,1
9614,19605,2840,9779,2102,172,2850,195,704,307,176,41,0
9936,19877,2017,10039,2233,121,2063,101,758,237,102,19,0
9771,19187,2631,9620,2057,123,2587,158,764,293,155,39,0
10235,20485,2061,10299,2334,114,2058,101,698,215,124,18,2
10175,20530,2218,10074,2311,117,2229,110,789,245,111,25,0
9480,19013,1579,9516,2070,76,1537,65,720,188,85,13,0
8638,17711,2053,8720,1770,112,2047,121,616,234,104,22,0
10368,20392,1567,10379,2361,90,1432,55,790,180,92,7,0
9902,19796,1982,9593,2096,112,2014,106,656,247,107,19,0
10744,21424,2200,10586,2538,138,2259,116,841,259,147,25,0
8923,17992,1527,8851,1888,94,1481,55,614,158,69,13,1
11192,21984,2157,11062,2654,129,2140,102,898,267,131,26,0
9561,19112,1877,9336,2026,98,1865,87,714,204,93,16,0
9375,19015,1712,9504,2099,83,1740,64,673,166,109,10,0
9156,18388,1939,9164,2003,98,1982,107,667,207,109,16,0
10493,21200,1645,10628,2563,84,1651,55,802,178,104,14,0
9968,20270,2053,10156,2320,124,2069,87,727,231,109,25,0
9892,19557,1605,9738,2167,83,1603,47,732,170,70,16,0
9141,18552,2168,9052,1961,104,2097,101,630,232,105,24,0
9270,18499,2653,9324,2043,131,2696,183,700,283,140,46,0
10769,21832,2322,10898,2606,128,2267,129,829,255,126,23,1
9882,19768,1587,9811,2222,75,1557,48,709,171,94,19,0
10012,19846,2306,10047,2232,120,2315,127,702,251,129,31,1
9427,18607,1939,9274,2043,98,1963,100,620,234,101,20,0
9700,19561,1969,9656,2200,120,2087,106,731,225,108,21,0
9935,19936,1979,9921,2237,109,2008,116,737,250,119,20,0
10144,20312,1294,10278,2232,73,1335,36,769,158,65,12,0
8665,17391,1592,8696,1794,80,1583,84,631,169,74,13,1
9428,19104,2124,9507,2099,106,2115,111,659,226,106,22,0
9874,19594,1996,9977,2086,108,2038,98,681,206,120,23,0
8720,17428,2114,8723,1738,107,2052,107,611,214,84,16,0
9260,18682,2545,9440,2072,152,2575,157,615,291,134,34,1
8115,16459,1542,8288,1596,83,1621,78,544,167,80,12,0
10344,20334,2049,10266,2347,117,2098,114,765,216,109,19,0
9277,18750,1657,9405,1956,86,1706,79,603,192,89,10,1
10371,20308,3178,10182,2316,169,2981,226,833,350,157,52,1
11236,22412,2520,11311,2675,153,2560,151,909,340,172,33,1
10372,20884,1128,10374,2316,54,1225,27,792,141,69,3,0
10295,20690,2065,10397,2365,114,2089,98,760,221,106,27,1
10096,20347,1904,9988,2250,117,1881,85,717,210,98,19,1
7941,16136,1983,7959,1612,99,1998,131,517,197,103,17,0
10149,20340,2327,10308,2340,130,2280,130,738,262,153,29,0
10162,20278,1925,10222,2258,116,1898,82,760,212,83,17,0
9527,19284,2362,9495,2084,113,2312,119,715,240,115,29,0
9562,19182,2757,9386,2050,148,2870,202,674,302,164,35,2
10491,21193,2516,10578,2521,146,2476,152,805,306,150,36,1
9488,18520,2923,9184,1992,155,3065,195,662,327,169,55,2
10444,21080,1932,10632,2464,96,1865,86,813,226,131,24,1
9946,19816,1875,9819,2285,99,1920,72,751,222,100,17,1
8405,16677,2263,8447,1646,100,2251,147,535,238,100,37,2
9145,18594,3591,9168,1937,192,3470,321,668,389,169,65,0
9168,18414,2810,9176,1927,171,2832,191,642,294,148,41,0
8012,16043,2388,7959,1527,119,2340,155,498,256,116,43,0
10926,21274,2133,11097,2490,129,2061,80,836,256,121,24,0
10987,21822,2424,10899,2537,151,2400,138,864,291,147,31,0
11030,21711,1949,10936,2524,117,1914,95,858,242,122,24,0
8215,16464,2020,8219,1620,97,2044,124,548,193,94,29,1
9648,19549,2183,9738,2174,122,2139,121,690,252,135,20,0
9636,19420,2599,9837,2254,131,2589,163,696,335,134,34,0
9613,19227,1899,9580,2118,79,1848,81,697,174,90,22,0
9300,18744,1228,9281,1975,72,1228,48,686,112,68,5,0
9464,18907,2475,9278,2027,124,2605,157,676,308,136,37,1
9590,19102,1855,9595,2076,95,1841,83,672,202,85,23,0
9168,18608,3436,9079,1940,167,3397,280,672,368,168,63,1
9898,19838,1737,9991,2170,104,1736,76,707,192,93,15,0
9069,18469,2446,9096,2004,120,2400,147,616,265,119,24,2
9736,19733,2884,9893,2291,172,2889,201,709,354,136,40,2
