12577,437
13914,525
12289,457
14176,559
12147,431
11947,424
15243,626
15948,619
12412,438
11628,374
16004,653
12347,455
14071,532
13161,466
16657,683
11580,402
12040,441
18857,832
14869,556
10977,374
13017,476
15070,617
12075,413
14731,664
12282,451
13852,497
12724,459
10309,325
13034,478
13328,515
11695,409
11460,358
13694,526
13631,493
16369,674
12025,443
12960,520
10166,296
12051,417
10289,334
13744,508
12359,402
13072,489
12691,440
15147,629
13712,527
14391,502
14770,567
14387,535
15429,600
12910,499
14203,544
14633,572
14336,524
15536,619
12859,445
15352,598
18099,785
16096,694
10771,387
11297,396
13083,470
15694,597
13194,502
14584,542
15537,623
15048,592
13761,491
13481,519
13913,538
13524,494
12786,447
13413,517
11466,375
13870,561
15461,582
10366,344
11981,419
14533,559
17310,745
12682,458
13522,450
15455,599
14910,556
11813,419
14236,548
14079,520
10529,344
12526,469
11542,368
12555,437
12461,439
15579,642
12999,478
15756,667
13378,465
13270,476
11266,367
12445,459
11774,426
12429,418
12935,493
16994,680
10936,313
13603,488
11559,404
14662,564
13052,428
13467,486
12675,459
11665,387
13260,493
16526,669
14479,534
11137,344
9387,246
13237,470
13182,483
12026,420
13741,514
12147,448
15097,611
15506,634
13917,513
14392,536
13073,435
13327,440
14439,545
11811,407
13622,492
14151,555
14418,565
9201,298
14096,527
12950,483
10954,323
13731,541
11974,411
11106,389
12855,438
13781,505
14124,514
12545,465
13409,475
13715,482
12387,446
12594,432
13476,543
12579,401
13785,538
15942,607
10514,317
12374,449
13749,518
14316,536
12209,438
13366,474
13766,519
15472,660
11483,368
12522,424
13046,454
13360,500
13174,501
11469,361
14326,565
14904,581
16426,742
12953,456
14293,553
11304,423
13411,493
14949,551
14015,517
13994,499
13068,482
14122,573
11907,405
12607,458
12271,441
14954,556
14004,489
14742,604
13442,481
11555,418
12587,420
14535,554
13735,504
11930,376
15413,634
12779,446
12248,480
13756,504
12620,450
11163,381
13120,443
12913,418
15476,645
12469,428
14147,570
14610,524
14968,612
13830,523
15881,647
11629,415
13773,492
14866,582
12446,452
14991,593
9787,292
19137,892
11456,386
13988,556
15077,641
13212,532
14834,586
11762,420
12197,445
13341,499
14403,553
8440,243
13056,469
9584,291
15053,584
11521,370
12481,452
11971,394
14873,609
13198,449
14495,558
15858,664
14897,556
12210,460
10370,370
12838,459
13285,489
13758,482
15431,579
11588,407
13073,439
14513,560
12904,476
13400,428
12368,457
11234,374
13179,508
14805,567
10926,353
11469,389
10884,346
14376,564
13552,435
16488,661
14373,541
11828,410
11213,349
12968,473
13531,494
13763,532
11682,392
13907,519
11938,419
13807,524
12339,434
13613,516
14182,583
11898,422
11604,404
15063,561
13344,457
10237,304
11142,368
12826,458
13336,503
11588,375
16200,643
12667,495
15150,611
11391,381
12959,478
13509,485
13098,473
14825,559
11246,393
13554,461
10569,350
14018,496
11220,364
13457,511
13322,484
11784,385
16529,720
9947,284
14834,564
12328,405
12407,438
12761,484
16045,677
11364,361
13915,569
14617,587
12076,418
13289,479
11438,357
14125,546
13864,558
14387,573
12102,407
12498,460
13709,522
12675,443
10735,338
12638,471
17518,723
11682,405
14575,580
12950,473
12714,429
14988,619
14021,505
13823,543
13383,481
13996,554
12576,491
14085,525
14346,568
13776,510
15320,611
14374,524
15584,622
14232,542
13061,472
13038,440
13298,492
10898,341
12548,441
13891,538
13958,533
12495,453
11490,370
15656,612
13304,496
13017,441
15503,635
14003,519
12599,420
12433,443
14140,515
14733,547
13421,491
13334,489
13563,509
13048,449
13360,508
15159,619
13488,525
14487,587
15186,601
11978,401
13802,540
14138,544
11678,420
13181,486
13729,504
12835,470
13570,531
12350,465
13792,496
13822,495
16481,627
12940,478
14129,551
12232,417
11104,326
13948,545
13386,471
14131,557
14151,508
11757,413
14660,564
12950,469
10908,354
13035,451
16250,682
13151,485
15116,574
13402,518
15625,588
11272,361
12583,446
16303,643
11102,392
12203,444
17352,729
13512,483
14611,558
16042,653
14604,572
14593,545
13813,520
10870,351
14042,531
10572,331
13535,496
15924,632
12771,478
14417,543
13940,530
15685,607
12311,435
12569,413
13320,457
14562,593
10057,321
13526,498
14449,555
14172,534
11264,390
14122,531
13699,521
12864,496
12515,467
13209,495
12454,441
14107,515
13851,508
13854,537
10362,332
14739,569
13524,474
13634,522
14740,564
15728,635
15286,639
11882,390
13142,529
13880,521
13731,510
11358,389
11134,379
13113,466
15019,593
13666,518
14141,553
12663,510
14232,512
10829,361
16192,693
12815,493
11411,375
13452,474
15569,591
13738,522
14613,583
10705,317
11723,378
14243,550
11472,353
12036,431
15681,650
14238,511
12788,476
15443,653
13881,520
14096,537
13234,510
10940,352
13708,503
13275,485
13140,493
13727,540
13553,477
11528,380
11888,434
12044,407
12593,443
13396,506
15413,624
14694,581
14148,522
12865,471
11396,370
16124,661
15287,616
12714,432
14318,549
13346,476
15785,631
11244,341
11680,384
13942,554
14739,543
13712,522
14726,606
14124,503
15203,616
13325,458
14326,539
9830,325
12608,454
13714,510
16637,701
13099,478
15433,612
13819,511
13464,509
11571,385
11613,368
15195,628
14283,509
11280,386
11861,419
9957,274
15675,630
11194,349
11866,423
13741,466
16945,706
11051,362
14227,564
13195,473
13090,479
12042,410
10579,350
15318,548
15388,656
11894,397
11765,418
12565,487
12974,441
13012,487
16535,668
16154,611
10423,324
11392,370
11027,390
14759,581
11544,363
17884,756
13740,538
15215,623
16210,635
13304,454
12715,476
12429,459
13517,480
14458,534
14716,511
13367,519
12467,454
11390,393
14297,519
14548,592
13024,477
13398,515
13055,488
12967,480
13214,476
12548,403
15174,638
10448,357
12969,455
12679,477
15282,578
13478,497
12311,444
12996,424
10413,309
14728,554
14051,554
12730,510
15050,580
12256,458
13135,459
15192,613
12705,445
12325,383
11285,364
12216,427
11995,441
12268,415
11464,434
15559,618
9984,315
12475,451
15049,579
13079,492
13433,513
12686,454
13070,440
14333,522
15359,615
11334,364
14356,559
14097,549
11994,428
14282,545
13417,494
14511,585
13100,471
12457,408
12030,388
15772,617
14773,570
14827,580
13999,571
10977,391
14434,555
13426,519
17000,710
14257,539
14622,557
12117,432
13389,497
11391,383
14252,560
13823,511
15708,652
13813,495
14651,586
14949,578
10975,343
14583,582
11636,374
11916,402
12615,415
12874,452
12537,426
10491,338
13840,553
12913,485
13540,507
14028,522
14664,549
12566,380
12989,462
15333,619
14019,592
11953,421
10019,319
10188,303
14146,536
11682,415
12018,434
13634,503
14715,595
12250,410
12385,439
13919,510
13498,510
12419,418
12977,474
12748,455
16137,674
11215,357
13318,451
13541,520
13603,462
15084,600
13391,503
11657,375
11917,449
13730,483
12578,456
14241,523
13654,503
14042,504
14068,551
12589,442
13852,506
13723,513
13013,406
15209,605
11726,438
15959,636
12650,456
13645,518
12005,425
14200,491
13574,503
11716,396
14846,537
14372,536
13711,481
14599,555
16388,682
15583,630
13042,482
14521,574
12613,396
12015,425
13677,497
11443,353
13832,498
11736,369
13176,468
14204,484
13399,500
16118,670
13058,474
13323,477
14705,602
11161,382
15064,620
13187,461
13351,477
11804,407
12621,479
13757,472
11951,400
10591,295
13709,508
12076,384
13294,451
11937,409
12328,450
14682,549
11445,372
14999,592
12882,456
11984,377
13222,471
12060,386
13951,516
10182,316
11359,373
15199,570
11759,420
14078,513
13140,485
13384,515
16754,682
11339,413
13085,435
11636,410
11658,377
15584,643
11610,446
13314,493
12040,404
10431,307
13088,478
14613,568
10659,349
12066,431
9550,282
13936,555
13276,501
14617,563
13352,505
12152,397
13222,446
13722,532
13869,537
14008,524
15121,563
12557,448
15264,603
11730,406
11422,375
15012,639
14123,567
16068,669
17317,717
10653,332
14089,537
11817,412
13393,503
12764,455
15166,593
12249,421
15120,615
12052,427
16563,696
13039,477
11665,404
15780,604
14467,547
16181,681
12089,427
12829,435
13092,452
14271,545
13729,519
17248,681
13100,482
13628,510
12706,424
13006,471
13265,500
14869,620
11795,372
15655,642
13091,496
12945,465
16185,671
14561,587
15277,556
11082,347
12583,448
13684,471
15574,591
15876,640
13023,432
15036,548
10883,364
16447,732
15040,604
12446,423
13813,526
14067,563
10901,330
11438,385
16254,718
14376,551
14193,507
15158,589
12928,458
12735,467
13026,468
10800,368
12445,449
13571,478
13045,454
11976,404
15310,604
14338,589
11703,394
13911,505
14228,559
12495,436
13456,470
13759,538
14820,621
13560,516
14342,569
14355,526
15181,588
12728,467
13728,526
9912,300
12327,392
12982,468
12044,423
15735,633
11580,385
11547,397
12215,439
15771,648
11933,409
12836,478
12072,457
14364,524
12629,474
13279,509
13665,547
12166,426
14840,591
14512,535
11532,400
10558,329
14516,532
15045,578
15437,571
14426,553
11938,371
11615,365
14100,550
12630,439
12286,414
13774,548
14632,613
11471,384
12453,447
16437,657
16046,655
12674,448
13581,481
14560,594
11821,378
12235,412
10376,280
12638,462
12719,475
14985,575
14475,537
10620,326
14623,563
11818,432
13187,486
14637,552
14519,594
12176,448
13597,546
15637,585
11968,440
15001,626
13364,505
13482,522
13938,477
12856,468
13778,518
12051,421
13278,458
10691,342
12170,450
15497,609
15670,645
10147,310
11932,359
11785,407
13502,483
16049,619
13540,482
11459,399
13887,537
11736,391
13542,513
14057,569
11914,408
12402,416
11797,400
11972,440
13144,473
11464,360
11515,403
16734,690
14339,549
10122,274
12053,356
14928,625
13216,485
13567,465
12315,410
12811,459
14002,538
13418,469
10829,331
10879,350
10608,332
12372,410
14418,534
11666,398
11527,426
13041,466
15964,626
10568,337
13183,522
16874,707
12289,429
14448,578
14867,596
11297,375
14617,555
13446,505
14421,547
13235,479
14248,524
12980,477
13558,532
13863,535
13240,507
10777,383
15724,641
13297,513
12412,429
12250,439
12569,423
10784,345
14729,588
11842,410
12288,445
12251,439
13590,560
12899,466
12627,461
11881,400
12528,423
14602,538
14051,536
13939,536
12070,462
13609,553
14104,520
13254,483
12344,476
16016,652
12513,452
13516,455
12377,455
13621,535
13288,506
10201,344
14568,549
13001,500
12799,504
15808,626
12635,398
16001,655
11842,390
