59,125,17,62,13,0,21,2,0,2,1,0,0
129,252,11,158,34,0,9,0,6,1,0,0,0
101,219,5,90,21,0,8,0,4,1,0,0,0
116,239,22,98,26,4,20,2,12,4,1,0,0
111,262,7,98,25,0,9,0,14,0,1,0,0
80,168,18,71,14,1,23,2,7,1,1,0,0
85,182,36,99,32,1,39,4,6,6,0,0,0
108,242,27,130,34,3,22,2,11,2,2,1,0
122,216,44,117,36,4,50,4,6,9,2,0,0
64,107,5,53,5,0,3,0,3,0,0,0,0
110,211,28,107,28,2,14,1,12,4,0,0,0
112,240,10,121,32,0,6,0,10,0,0,0,0
115,209,26,105,25,0,19,1,7,1,0,0,0
118,241,12,163,42,1,6,0,11,2,0,0,0
71,172,18,85,13,3,18,2,5,1,0,0,0
104,193,21,96,19,1,23,0,5,3,0,0,0
87,170,17,97,23,1,19,0,8,3,0,0,0
130,260,26,132,26,2,32,1,12,3,1,0,0
73,152,13,88,14,1,19,2,3,5,1,0,0
69,145,44,86,19,0,29,2,5,4,0,0,0
65,154,28,84,9,3,27,3,9,4,1,1,0
111,207,24,110,22,1,23,0,8,1,2,1,0
103,188,18,99,34,2,23,0,5,2,0,0,0
144,284,23,120,41,1,25,1,10,4,2,0,0
106,204,7,98,28,0,14,0,6,1,0,0,0
99,185,2,101,16,0,10,0,5,0,0,0,0
97,184,40,104,19,2,35,2,9,2,0,0,0
126,214,36,111,27,1,32,2,12,9,2,1,0
153,303,11,140,46,3,8,0,14,0,0,0,0
102,196,50,97,23,4,48,3,6,8,2,0,0
86,241,35,101,23,2,49,1,9,6,1,0,0
75,161,33,84,22,1,36,2,6,4,1,0,0
107,225,3,102,24,0,9,0,8,2,0,0,0
96,180,2,83,23,0,12,0,2,2,0,0,0
81,202,24,88,30,1,22,1,10,2,0,0,0
74,131,28,75,19,0,15,1,6,0,0,0,0
88,190,6,104,23,0,9,0,7,1,0,0,0
114,231,4,109,23,1,7,0,8,1,0,0,0
73,150,16,72,15,0,22,0,2,1,0,0,0
91,187,22,102,27,3,25,1,13,1,2,0,0
82,136,11,82,15,0,22,0,4,2,0,0,0
112,215,8,134,22,1,4,0,8,2,0,0,0
155,325,14,196,55,1,4,0,14,0,1,0,0
98,243,28,111,24,1,25,0,7,1,1,0,0
96,181,5,104,12,0,3,0,7,0,0,0,0
131,223,5,103,15,1,4,0,8,0,0,0,0
89,191,7,82,21,1,4,0,11,0,0,0,0
90,166,4,77,16,1,6,0,7,0,0,0,0
109,226,9,121,29,0,12,0,15,0,1,0,0
84,212,8,91,24,1,8,0,7,0,0,0,0
80,164,9,89,16,1,1,0,4,0,0,0,0
71,134,4,69,16,0,4,0,6,1,0,0,0
147,317,18,152,46,4,31,0,11,1,3,0,0
78,166,19,75,15,0,13,2,6,3,2,1,0
84,190,4,84,21,0,5,0,5,0,1,0,0
111,207,8,107,26,0,6,0,8,0,0,0,0
103,190,4,113,20,0,10,0,6,0,1,0,0
102,211,20,91,22,1,16,2,5,3,1,0,0
114,198,38,109,25,6,40,2,14,3,1,0,0
89,205,10,105,29,0,6,0,6,0,0,0,0
105,127,42,123,21,3,34,4,2,4,0,0,0
104,200,15,113,30,2,15,1,7,5,1,1,0
136,222,26,121,30,3,23,1,9,1,0,0,0
69,105,7,58,7,0,2,0,3,1,0,0,0
130,213,61,115,30,5,65,6,16,6,5,1,0
135,306,9,152,42,1,7,0,16,3,0,0,0
129,257,11,135,47,2,6,0,12,1,0,0,0
110,232,43,115,26,2,36,1,10,2,3,1,0
86,173,18,81,16,1,19,0,9,0,1,0,0
55,106,27,52,10,4,25,5,4,3,0,0,0
71,156,3,82,9,0,5,0,4,0,0,0,0
70,161,45,57,9,3,42,3,4,7,1,2,0
66,105,17,70,8,1,17,1,3,4,0,0,0
89,164,5,67,15,0,4,0,3,2,0,0,0
83,174,16,83,16,1,25,2,9,2,1,0,0
111,213,25,116,19,4,26,0,8,2,1,0,0
100,181,26,97,24,0,21,0,4,1,0,0,0
89,150,20,69,10,0,20,0,5,3,0,0,0
79,150,23,81,17,0,20,0,5,0,1,0,0
183,383,7,179,61,0,10,0,15,4,2,0,0
134,211,3,110,19,1,8,0,3,0,0,0,0
81,183,37,94,21,1,36,1,5,2,1,2,0
85,154,23,85,19,2,23,0,3,1,0,0,0
81,202,5,97,23,1,4,0,4,1,0,0,0
101,178,23,112,30,1,17,2,5,2,2,0,0
80,173,2,86,19,0,7,0,6,1,0,0,0
66,78,19,31,1,0,19,3,3,0,0,0,0
73,150,6,61,9,0,3,0,6,2,0,0,0
84,157,17,85,11,2,24,0,6,1,0,0,0
137,241,22,122,41,4,23,0,13,0,1,0,0
72,122,18,58,15,0,26,0,3,1,0,0,0
89,191,45,99,31,4,32,2,1,3,0,0,0
121,238,49,105,30,3,54,4,5,6,3,2,0
85,204,9,85,8,0,5,0,9,1,0,0,0
92,196,11,92,27,0,5,0,3,2,0,0,0
138,311,23,172,56,2,27,1,19,7,1,0,0
114,230,47,138,41,5,53,4,8,7,2,1,0
104,197,6,91,21,1,4,0,7,2,0,0,0
63,137,9,80,14,1,5,0,2,1,0,0,0
114,209,51,107,31,4,35,1,6,3,2,0,0
