9499,19082,2145,9501,2103,133,2152,118,667,237,109,33,1
9654,19610,1406,9835,2103,65,1505,52,755,147,88,9,1
9857,19715,2508,9781,2175,158,2416,159,763,277,151,30,1
9249,19108,2596,9362,2003,132,2472,167,696,260,162,41,2
10187,20685,2247,10103,2486,141,2190,107,818,266,145,30,0
9088,18320,1651,9115,1903,75,1715,64,624,189,76,9,1
10044,19705,2322,9784,2247,140,2432,146,764,229,127,28,0
9412,18624,1398,9411,1996,65,1418,41,623,169,74,4,1
10299,20351,1955,10294,2279,107,1895,84,751,221,130,22,2
10762,21689,1916,10741,2546,110,2019,96,840,246,129,18,0
8671,17481,2056,8632,1799,105,2058,120,592,228,104,23,3
9009,17839,1630,8894,1802,74,1663,72,613,185,110,19,0
9224,18608,2699,9217,1992,143,2734,191,675,278,142,37,0
9379,18650,3058,9066,2066,176,3162,262,666,339,179,62,3
10779,21417,2096,10751,2549,136,2108,93,852,254,137,22,2
10333,20777,1620,10253,2243,85,1671,58,778,181,101,13,0
9834,19842,1907,9741,2183,116,1867,100,778,193,99,21,1
9833,20097,1739,9916,2287,113,1726,71,738,193,101,20,1
9777,19399,2125,9861,2232,115,2003,112,703,204,132,23,2
9081,18411,2075,9099,2015,123,2117,120,670,205,94,24,0
9885,19513,2189,9827,2126,95,2173,121,738,227,127,21,1
10337,20717,2473,10361,2351,166,2529,139,834,305,163,37,0
10310,20476,2908,10245,2405,188,2858,195,773,339,155,47,1
9815,19826,2083,9679,2252,127,2050,90,718,257,128,31,0
8435,16344,1684,8036,1638,68,1618,72,518,152,78,17,0
9771,19843,2469,9866,2186,143,2527,146,730,269,141,35,1
9681,19018,2621,9370,2111,140,2561,136,762,258,129,37,2
8674,17523,1605,8732,1783,81,1744,85,590,166,77,17,0
8929,18021,1928,8957,1922,107,1983,98,643,170,108,27,0
9785,19295,1911,9784,2090,104,1922,76,732,188,97,13,0
11034,22619,2480,11186,2749,133,2461,120,901,285,155,39,0
10534,21026,2524,10429,2421,155,2449,167,823,302,176,33,0
10005,20067,3116,9951,2202,171,3071,202,769,355,166,47,1
9581,19445,2164,9603,2166,127,2156,113,688,217,130,28,0
9271,18529,2332,9411,1975,123,2231,125,681,262,130,29,1
9257,18300,1561,9358,1939,77,1532,49,652,152,86,14,0
10011,19957,1900,9933,2144,124,1848,94,737,212,133,19,0
10253,20896,1306,10210,2323,80,1336,31,740,145,74,10,0
11657,23468,2341,11823,3001,131,2360,120,990,301,138,29,2
9387,18989,2738,9509,2123,151,2733,173,658,313,131,42,1
9307,18983,2534,9478,2041,159,2529,175,636,272,128,39,1
10303,20735,3469,10289,2450,210,3320,267,749,409,208,60,3
8083,16416,2715,8064,1621,127,2694,212,545,257,136,49,3
10217,20006,1933,10157,2322,111,1940,87,784,207,103,19,0
8821,17715,2234,8717,1861,108,2212,144,578,222,114,33,0
9911,19862,2224,9864,2189,121,2256,128,735,239,113,31,1
10023,19748,2795,9936,2269,157,2667,198,697,339,156,40,1
9818,19355,2317,9560,2131,127,2283,146,734,263,117,15,1
9520,19489,2740,9647,2048,157,2775,190,652,281,144,42,0
9945,19843,1289,10058,2143,84,1029,29,736,135,69,7,0
11089,22219,1982,10965,2643,118,2001,103,857,254,102,30,0
9886,19558,1667,9838,2221,78,1581,54,729,157,86,10,0
10057,20287,1297,9899,2233,89,1273,33,760,135,88,14,0
10671,21116,1063,10412,2390,41,1037,14,833,117,77,1,0
9183,18426,2041,9177,1952,101,1957,112,620,216,111,19,0
9753,19274,1836,9757,2065,98,1957,82,741,200,101,20,0
9836,19843,2198,9876,2187,113,2250,109,740,230,99,20,0
9840,19617,2056,9854,2103,108,2098,95,729,200,116,17,0
9786,19615,2013,9736,2143,105,2007,97,705,224,126,18,0
9327,18238,1626,9254,1855,92,1489,51,658,168,78,16,0
10320,20684,1741,10408,2359,92,1594,71,764,179,98,19,0
10845,21727,1380,11000,2541,71,1346,29,868,148,86,12,0
8799,18104,2212,8877,1916,129,2263,134,626,205,108,24,0
9951,20046,2028,9936,2210,106,2020,89,740,240,115,26,0
10668,21055,2886,10535,2418,152,2731,179,814,314,161,57,1
10111,20260,1902,10110,2396,116,1938,94,826,200,102,13,1
9740,19546,2185,9687,2177,132,2178,112,697,232,106,21,0
10446,20888,1648,10590,2368,100,1572,56,824,210,99,15,0
9876,19594,1707,9739,2066,108,1742,72,732,185,96,16,0
9992,20181,2214,10025,2275,115,2212,113,757,247,113,29,0
9424,18482,2284,9323,2082,112,2325,130,609,236,106,26,0
10220,20171,2348,9975,2313,114,2334,127,735,269,128,33,3
9060,18303,2199,9076,1920,104,2260,144,621,240,110,26,1
9687,19417,1931,9608,2083,97,1793,92,696,206,86,21,0
9321,18783,2397,9434,1999,118,2331,137,673,284,132,38,0
9586,19109,2836,9545,2082,151,2691,175,708,285,145,44,4
10863,22121,2153,11035,2601,123,2175,100,875,278,119,27,0
10989,21772,1557,11056,2514,84,1527,50,885,183,125,6,0
10602,21230,2255,10482,2404,122,2199,110,827,268,131,26,1
9949,19730,1913,10037,2308,104,1852,82,719,208,108,24,0
10797,21744,1369,10808,2594,80,1413,31,813,145,95,7,0
8166,16594,2141,8355,1621,106,2200,137,522,202,122,25,0
10217,20487,2561,10268,2345,137,2462,146,770,281,146,40,0
10088,20206,1979,9929,2280,119,2019,103,736,237,111,25,0
9714,19376,2457,9750,2221,134,2441,140,667,290,143,38,0
8982,17990,1312,9363,1905,84,1458,47,614,152,71,12,0
10609,21636,1533,10703,2445,92,1560,43,815,169,100,10,0
9582,19679,2764,9779,2150,129,2806,190,723,313,168,36,1
10768,21492,2386,10704,2542,144,2490,130,851,287,125,27,1
9597,19216,2559,9574,2130,143,2618,168,686,287,153,50,0
9037,17532,1986,8821,1822,96,1923,104,567,158,103,20,0
9254,18578,2414,9364,1940,134,2406,148,684,251,123,33,0
9441,19117,1479,9453,2083,83,1398,36,674,151,78,12,0
8964,17760,2160,8959,1838,105,2191,125,620,240,109,23,1
9084,18071,2097,9022,1915,118,2110,120,587,243,111,22,0
9666,19117,2156,9501,2074,123,2208,135,682,227,122,27,0
9029,18155,2114,9205,1892,141,2156,99,693,252,104,19,0
9935,19662,1112,9942,2265,60,1262,27,716,129,61,7,0
10132,20057,2055,10046,2279,117,2037,98,782,213,106,21,0
10090,20209,2354,9989,2227,126,2321,132,798,276,121,33,0
9166,18044,2217,9002,1930,98,2077,122,645,205,121,21,0
11721,23860,2268,11778,2999,145,2414,117,957,309,158,32,0
11124,22436,2880,11302,2647,165,2972,171,916,380,160,57,1
9521,19158,1755,9622,2069,109,1905,73,721,184,109,19,1
9252,18644,2193,9263,1917,97,2193,103,688,205,112,28,0
10242,20788,1962,10350,2371,92,1891,84,796,243,107,17,0
10291,20583,2406,10317,2264,113,2323,130,808,279,158,33,0
8426,17201,2720,8578,1730,140,2696,221,554,288,139,38,2
10294,20928,3268,10372,2408,194,3206,250,789,384,208,69,1
8652,17332,1901,8652,1757,85,1928,88,567,175,80,30,0
9504,19033,2127,9629,2077,136,2218,112,705,218,120,30,0
9275,18457,1567,9196,1928,95,1587,58,674,134,76,14,0
10246,20140,1948,10179,2301,109,1969,75,753,196,102,16,0
8982,17729,2207,8917,1766,119,2129,149,610,218,128,23,0
9999,20440,1793,10117,2373,90,1720,72,759,206,103,17,0
9905,19429,1926,9745,2059,105,1867,89,749,209,103,19,1
10111,20204,2071,10109,2275,113,1999,112,793,213,112,15,0
9595,19502,2395,9647,2033,137,2408,155,726,272,146,33,0
8980,18249,2850,9127,1916,145,2809,210,604,284,135,30,0
10133,20135,2046,9995,2218,105,2072,109,752,215,106,19,0
11978,24179,3025,12092,3091,183,3051,175,1047,378,218,42,1
8945,17938,2796,8783,1755,152,2762,181,607,301,128,51,4
10152,20253,3014,10159,2199,166,2988,227,736,340,192,47,1
12022,23989,2090,11787,3067,148,2054,79,1050,264,144,20,0
9286,18403,2383,9294,1951,116,2335,142,646,251,128,34,0
9252,18306,1883,9270,1903,91,1836,97,656,191,106,21,1
9718,19733,2433,9751,2161,145,2549,145,755,279,114,25,0
8008,16289,2278,8209,1490,125,2252,183,537,216,105,26,1
8990,17753,2329,8822,1825,146,2336,122,628,258,161,38,0
9689,19385,1908,9793,2131,78,1841,78,697,180,114,22,0
9909,19708,1646,9999,2291,71,1577,59,746,196,88,14,0
10595,21309,3685,10514,2487,214,3542,283,880,441,223,62,2
9202,18383,2246,9267,1976,109,2317,135,658,253,130,27,0
9134,18032,2631,8967,1923,153,2704,185,655,292,150,38,1
10279,20720,1696,10415,2390,124,1546,60,734,189,91,21,0
9622,19478,2658,9471,2117,152,2570,177,719,291,144,38,1
9820,19800,1885,9897,2164,109,1845,69,742,187,116,20,1
10583,20850,1322,10254,2347,72,1336,42,861,160,62,6,0
9416,18981,1828,9299,2042,103,1846,87,632,200,100,25,0
9932,20005,3190,9952,2293,207,3264,226,780,362,165,52,0
9881,19566,2218,9738,2226,117,2222,120,730,217,103,19,0
10134,20353,2229,10265,2314,129,2155,101,742,247,121,28,1
10092,20149,2349,9912,2295,139,2396,133,740,281,138,34,0
9333,18821,2053,9417,2095,82,2025,113,661,214,114,15,0
9185,18098,2201,9265,1938,132,2260,146,644,243,100,34,0
8496,17426,2152,8595,1775,106,2168,140,608,224,112,20,1
9142,18396,2404,9197,1938,134,2425,151,641,270,125,24,1
11115,22634,2739,11015,2709,199,2789,162,918,292,163,38,0
10509,21094,1421,10548,2485,75,1343,47,824,152,67,8,0
9444,18691,1574,9457,1967,74,1602,56,693,182,90,17,0
11197,22629,1503,11153,2687,89,1508,49,926,198,108,9,1
9770,19381,2804,9765,2202,141,2723,201,727,311,144,35,1
9591,19208,1880,9465,2048,109,1887,89,698,199,113,18,0
10690,21439,2332,10672,2514,141,2380,126,834,298,134,44,1
9436,19200,2603,9674,2089,139,2611,173,711,276,153,39,1
10152,19875,2134,10058,2215,96,2060,111,789,235,117,23,0
10170,19829,2360,10036,2281,131,2352,122,821,272,104,22,1
9570,19509,2624,9738,2137,155,2611,174,705,285,176,38,0
9827,19692,2360,9877,2154,127,2306,146,728,273,139,23,1
10181,20040,2668,10066,2331,145,2600,170,790,330,163,43,2
10345,20493,2563,10268,2383,136,2533,126,834,272,140,42,1
8913,17762,1896,8946,1853,109,1963,108,646,180,100,25,0
9766,19079,2304,9746,2127,122,2321,132,705,244,130,32,0
10141,20144,2744,10201,2300,164,2823,202,759,331,144,54,1
9322,18567,1928,9364,1919,112,1967,98,744,213,109,14,0
9512,18889,2574,9464,2102,141,2548,181,654,283,137,31,0
8865,17531,2045,8697,1782,96,2136,117,625,225,92,19,0
8616,17480,1503,8775,1849,72,1538,68,613,147,76,9,0
10648,21054,2654,10471,2453,184,2622,163,777,326,165,49,1
10082,20205,2246,10076,2344,134,2168,113,765,247,123,26,1
11531,23045,1635,11506,2765,124,1746,63,970,223,105,15,0
8575,17261,2352,8601,1746,132,2368,163,580,267,118,25,1
9972,19779,2598,9844,2209,147,2685,160,749,301,148,32,1
9634,19240,2272,9837,2069,136,2246,131,706,272,124,33,0
9765,19561,2029,9786,2163,126,1970,87,722,217,100,29,0
9579,19211,2642,9568,2048,127,2570,176,750,276,135,37,1
10173,20344,1446,10138,2287,96,1471,43,736,164,89,11,1
10176,20122,2029,10245,2316,98,2084,94,785,246,125,25,1
8775,17466,1857,8780,1841,76,1743,79,588,198,107,16,1
9870,19986,1595,9990,2232,65,1653,57,746,200,90,21,0
9592,18771,2573,9373,2056,145,2526,158,677,280,156,32,2
10038,20072,2470,10032,2308,156,2458,142,722,281,144,29,1
10721,21164,2412,10832,2587,139,2434,126,769,274,138,23,0
10371,20660,2160,10362,2325,117,2051,91,791,215,129,31,0
11026,22256,1405,11122,2672,76,1372,32,928,167,73,10,0
7932,15870,2152,7936,1508,82,2143,138,521,225,101,14,1
9738,19252,1316,9628,2111,76,1205,44,681,115,69,12,0
10871,21569,2121,10648,2473,120,2093,96,825,242,115,26,0
9963,20069,3173,10014,2203,198,3179,244,770,347,166,48,2
8507,17074,3129,8647,1762,161,3132,282,574,343,164,62,2
8657,16843,2039,8268,1729,97,1967,111,586,195,115,32,1
