447190,1342659,142964,36212,7352,120
497540,1494594,167769,42192,9440,162
431969,1309704,144175,34038,8013,157
511528,1525535,178101,43609,10469,219
427356,1293651,137526,33860,7400,124
424797,1272426,136829,33466,7339,149
538986,1643438,194468,46860,11270,225
581966,1729647,200750,51821,11379,222
441142,1325954,141421,35398,7538,136
413593,1237949,124372,32177,6196,98
578629,1734037,207122,51434,12243,230
443737,1316209,146668,35687,8151,170
502266,1514099,169906,42509,9684,203
472519,1412496,151670,38879,8236,142
604432,1807674,215966,54142,12822,256
410247,1230483,130164,31860,6814,114
426212,1279945,140278,33781,7853,134
696913,2052856,262812,64433,16692,333
538716,1606819,180351,46649,10117,170
390511,1161373,121973,29311,6277,127
462285,1393483,152155,37837,8190,151
539987,1623810,193944,47179,11467,239
429410,1286105,134239,33915,7023,129
526432,1583401,204024,45206,13061,316
438713,1309729,144843,34686,7924,154
499167,1491713,162165,42402,8859,155
452245,1359389,147230,36753,7997,152
366246,1086266,107879,26391,5304,87
461933,1396352,152853,37866,8277,147
479693,1428576,164661,39781,9456,188
411978,1244950,131703,32020,6827,119
407767,1219596,119361,31233,5865,106
486031,1468995,166757,40515,9668,189
488874,1464622,159830,41160,8779,154
594680,1772913,214027,53236,12953,280
424547,1280458,140124,33440,7879,150
456973,1384617,161665,37231,9538,187
360960,1071486,100905,26255,4669,67
435772,1284406,136956,34122,7291,136
363796,1084286,109534,26267,5454,96
490316,1475353,163592,41525,8963,169
444216,1321020,134368,35673,6778,124
465475,1397565,157063,38404,8572,167
448613,1356654,142086,36626,7545,112
538188,1632854,195980,46794,11670,240
487688,1472186,167052,41157,9402,192
521098,1553498,165668,44649,8810,131
530570,1594170,180615,45626,10453,186
513474,1551295,171935,43693,9432,177
560632,1670589,193720,49560,11079,217
452735,1378363,156136,36793,8790,186
506315,1527388,173029,43099,9873,188
525934,1578891,182634,45461,10336,210
517445,1545543,169854,44337,9478,160
562593,1680850,197617,49532,11499,223
463420,1376654,146509,38036,7771,110
555183,1659206,191645,49004,11110,193
664344,1967802,247310,60723,15429,305
578918,1740236,216750,51376,13227,300
381729,1136539,123301,28512,6784,124
395090,1197523,126441,29934,6475,131
458920,1401242,149518,37520,7973,167
569169,1701117,192304,50219,10782,196
468306,1411662,159100,38714,8944,170
522008,1572985,174530,44883,9584,171
570124,1683535,201069,50431,11955,210
537210,1624350,187886,46469,10815,212
491532,1480208,159552,41429,8687,142
477075,1444049,163658,39554,9152,188
490530,1493819,168884,41122,9547,182
