691,2050,323,72,18,1
315,1003,66,21,1,0
298,966,79,18,1,0
896,2540,293,83,13,0
334,1215,132,31,5,0
571,1577,143,45,10,0
284,795,99,13,6,0
309,1083,103,27,6,0
676,1863,207,59,6,0
645,1926,93,59,3,0
366,1234,152,34,4,0
904,2565,264,95,6,0
459,1135,104,31,5,0
403,1107,82,32,1,0
334,1043,75,21,0,0
272,958,53,14,1,0
337,1028,56,19,1,0
811,2361,448,75,34,1
1200,3139,327,111,10,0
322,1036,66,19,2,0
205,757,79,7,2,0
381,1235,183,27,9,1
464,1359,168,36,6,0
315,1187,85,20,2,0
185,679,68,16,3,0
341,1033,57,26,1,0
289,859,79,22,5,0
322,896,57,17,0,0
345,1102,94,26,3,0
340,1158,133,25,6,0
758,2143,210,65,10,0
248,760,69,12,5,0
469,1515,79,44,0,0
390,1277,158,29,14,0
436,1210,121,33,5,0
286,903,80,19,3,0
432,1232,60,39,0,0
428,1473,130,32,5,0
541,1254,78,40,0,0
236,747,18,16,0,0
428,1362,146,26,7,0
647,1943,217,52,6,0
252,753,23,11,0,0
640,1829,187,48,3,0
493,1591,58,36,0,0
337,1123,119,24,3,0
486,1476,207,35,11,1
258,818,73,15,4,0
820,2421,434,78,39,2
725,2268,283,57,10,0
409,1265,62,28,0,0
563,1383,42,55,0,0
632,1813,213,54,15,0
383,1247,129,34,4,0
254,890,33,17,1,0
186,627,41,12,0,0
656,2027,300,59,30,0
420,1359,78,40,3,0
300,707,62,18,2,0
666,2116,246,61,9,0
673,1750,126,64,2,0
467,1388,129,37,3,0
316,946,44,17,2,0
595,1774,136,45,5,0
389,1035,71,17,0,0
464,1444,89,37,0,0
314,941,42,21,0,0
355,1127,76,18,2,0
563,1523,176,61,8,0
159,508,12,6,0,0
513,1612,110,42,1,0
303,638,60,14,0,0
661,1864,231,66,12,1
498,1537,166,42,3,0
121,380,12,4,0,0
613,1843,199,55,10,0
202,524,28,5,0,0
280,815,33,11,1,0
554,1656,123,45,4,0
343,996,83,21,2,0
402,1215,123,31,5,0
352,915,65,20,1,0
373,1309,129,33,2,0
459,1416,198,37,17,1
491,1423,95,36,4,0
319,1022,123,23,3,0
376,1331,180,25,10,0
439,1509,151,41,7,0
631,1844,92,54,2,0
367,1246,45,27,1,0
387,1185,75,41,2,0
358,1149,119,32,3,0
374,1131,169,22,9,0
576,1737,168,65,8,0
435,1468,170,42,6,0
428,1338,198,25,12,0
242,877,41,16,3,0
472,1467,132,40,7,0
319,1096,83,24,2,0
648,1896,166,60,2,0
